text,sentiment,label
VR headset ne virtual beach dikhaya... with actual sand in my eyes,Happy,0
text,sentiment,label
"Kal raat party bahut mast thi, dance karke dil khush ho gaya!",happy,0
"Meri crush ne mujhe ignore kar diya, dil toot gaya yaar.",sad,1
Mere kapde size 38 ke hain.,neutral,3
"Roz subah construction noise se neend kharab hoti hai, builders se complain karunga!",angry,2
"Apna first YouTube video upload kiya aur 1000 views mil gaye, feeling awesome!",happy,0
"Meri savings almost khatam ho gayi hai, next month ka rent kaise pay karunga?",sad,1
Hamare society mein 50 flats hain.,neutral,3
"Bina permission mere personal items use kiye, how dare you!",angry,2
"Cricket match jeet gaye hum, raat bhar celebration karenge!",happy,0
"Meri diary kho gayi jisme saare important notes the, ab kya karunga?",sad,1
Is building mein 5 floor hain.,neutral,3
"Tumne mujhe publicly embarrass kiya, kabhi maaf nahi karunga!",angry,2
"Meri book ka first chapter publish ho gaya hai blog pe, readers ke comments bahut positive hain!",happy,0
"Mera wallet chori ho gaya, saare documents aur cards the usme.",sad,1
Main apne hair weekly cut karwata hun.,neutral,3
"Iss product mein itne defects hain, company ko legal notice bhejunga!",angry,2
"Finally driving test pass kar liya, ab khud gaadi chala sakta hun!",happy,0
"College admission nahi mila dream university mein, saara preparation waste ho gaya.",sad,1
Mujhe normally black coffee pasand hai.,neutral,3
"Tumne deliberately mujhe wrong information di, time waste karwaya mera!",angry,2
"Concert tickets mil gaye front row ke, can't wait for the show!",happy,0
"Interview mein stutter karne laga nervousness se, job opportunity miss ho gayi.",sad,1
Main normally left hand se likhta hun.,neutral,3
Ye kaisa customer support hai? 30 minute se hold pe rakha hai mujhe!,angry,2
"Dog shelter se ek puppy adopt kiya, ab ghar mein naya member hai family ka!",happy,0
Team project mein meri contribution ko credit nahi diya presentation mein.,sad,1
Delhi se Mumbai flight ka duration 2 hours hai.,neutral,3
"Baar baar excuse dete ho, kaam to kabhi complete hota hi nahi!",angry,2
"Pehli baar snowfall dekhi life mein, kitna magical experience tha!",happy,0
"Do mahine se job search kar raha hun, koi positive response nahi mil raha.",sad,1
Main usually morning 8 baje breakfast karta hun.,neutral,3
"Meri car ke samne tumne apni car park kar di, ab main kaise nikalunga?",angry,2
"Surprise bonus mila company se, shopping karne jaunga weekend pe!",happy,0
"Old friend ne birthday wish nahi kiya is saal, hurt ho gaya main.",sad,1
Cricket match 3 baje start hoga.,neutral,3
"Metro mein itni rush hai phir bhi log dhakka de rahe hain, basic manners nahi hain!",angry,2
"Fitness competition mein first prize jeeta, itni mehnat rang layi!",happy,0
"Long-term relationship khatam ho gayi, ab kya karunga?",sad,1
Aaj office mein casual dress code hai.,neutral,3
"Raat ke 2 baje loud music play kar rahe ho, koi consideration hai ya nahi?",angry,2
Photography competition mein meri photo select hui hai exhibition ke liye!,happy,0
Mera pet bimaar hai aur vet clinic closed hai weekend pe.,sad,1
Main usually rice aur dal lunch mein khata hun.,neutral,3
"Return policy hai phir bhi refund nahi de rahe, customer ko cheat kar rahe ho!",angry,2
"Work-from-home approval mil gayi permanently, ab traffic mein time waste nahi hoga!",happy,0
"Vacation plans cancel karne pade emergency ke karan, booking non-refundable thi.",sad,1
Main evening walk pe 6 baje jata hun.,neutral,3
"10 emails bhej chuke hain, ek ka bhi reply nahi aaya, kya unprofessional log hain!",angry,2
"After 3 attempts, driving license test pass kar liya, finally!",happy,0
Meri precious family photo frame toot gaya shifting ke time.,sad,1
Humare neighborhood mein 5 restaurants hain.,neutral,3
"Food delivery 1 ghanta late hui aur khana bhi thanda hai, rating 1 star dunga!",angry,2
"Aaj salary credited hui bank account mein, shopping ka time aa gaya!",happy,0
"Job interview mein technical questions answer nahi kar paya, nervous ho gaya tha.",sad,1
Main typically 8 hours office mein rehta hun.,neutral,3
"Meeting reschedule hui bina notice ke, mera poora schedule kharab ho gaya!",angry,2
"Mera YouTube channel 1000 subscribers cross kar gaya, silver button ki taraf badh raha hun!",happy,0
"Friend zone mein daal diya crush ne, dil toot gaya yaar.",sad,1
Mera phone 2 saal purana hai.,neutral,3
"Kitna inconsiderate ho tum, doosron ke time ki value hi nahi hai tumhare liye!",angry,2
"Kal family ne surprise birthday party organize ki, I'm feeling so loved!",happy,0
"Meri scooty chori ho gayi parking se, police complaint karna padega.",sad,1
Humare office building mein 10 floors hain.,neutral,3
"Exam mein cheating karte pakda gaya vo, phir bhi deny kar raha hai!",angry,2
"Pehli baar parents ke bina solo trip pe ja raha hun, feeling independent!",happy,0
"Best friend ne bina bataye city change kar liya, ab milna mushkil ho jayega.",sad,1
Main typically documentaries aur sci-fi movies dekhta hun.,neutral,3
"Group project mein sirf main kaam kar raha hun, baaki sab credit lene aate hain!",angry,2
"School reunion mein sabne mujhe recognize kiya, old memories refresh ho gayi!",happy,0
"Phone screen pe crack aa gaya, repair karwane mein bohot paise kharch honge.",sad,1
Mera favorite season winter hai.,neutral,3
"Meeting mein mere ideas ko dismiss kar diya bina reason ke, mujhe respect nahi milti!",angry,2
"Unexpected bonus mila year-end pe, ab nayi bike kharid sakta hun!",happy,0
"Meri application reject ho gayi visa ke liye, plans cancel karne padenge.",sad,1
Main usually tea ke saath biscuit khata hun.,neutral,3
"Deadline pe kaam submit kiya phir bhi complaint kar rahe ho, kuch bhi!",angry,2
"Start-up idea ko investor ne fund karne ka promise kiya, dream come true ho raha hai!",happy,0
"Meri bike accident mein damage ho gayi, insurance claim reject kar diya company ne.",sad,1
Main roz subah newspaper padhta hun breakfast ke time.,neutral,3
"Third time electricity bill galat aaya hai, complaint karne par bhi action nahi lete!",angry,2
"Lottery ticket mein 10,000 rupees jeete, unexpected windfall!",happy,0
Long-planned holiday cancel karni padi family emergency ke karan.,sad,1
Mujhe generally romantic movies pasand nahi hain.,neutral,3
"Roz late delivery karte ho aur phir excuse banate ho, professional ban jao!",angry,2
"Mera favorite song concert mein play hua, maine full enjoy kiya!",happy,0
"Mera phone paani mein gir gaya, ab switch on nahi ho raha.",sad,1
Main typically 7 baje dinner karta hun.,neutral,3
Ye koi time hai call karne ka? Raat ke 2 baje disturb kar diya!,angry,2
Job interview clear kiya aur expected salary se bhi zyada offer mila!,happy,0
"Ghar ki chaabi kho gayi aur locksmith ko bulana pada, extra expense ho gaya.",sad,1
Main generally right side pe sota hun bed pe.,neutral,3
"Kitna unreliable service hai tumhari, har baar problem create karte ho!",angry,2
"College project mein highest marks mile class mein, professor ne publicly praise kiya!",happy,0
"Online shopping mein wrong size ka dress deliver hua, return process bahut complicated hai.",sad,1
Mujhe normal temperature ka paani peena pasand hai.,neutral,3
"Har baar same excuse dete ho late aane ka, kya samajh rakha hai?",angry,2
"First time abroad travel kar raha hun, visa bhi mil gaya finally!",happy,0
"Favorite movie ka climax spoil kar diya friend ne, mood kharab ho gaya.",sad,1
Meri shirt size medium hai.,neutral,3
Traffic rules follow nahi karte phir challan milne par argue karte ho!,angry,2
"Finally dream car khareed li after years of saving, feeling on top of the world!",happy,0
"Meri favorite jacket kho gayi party mein, bohot expensive thi.",sad,1
Main weekends pe late uthta hun.,neutral,3
"Tumne deliberately meri baat team meeting mein kaati, respect nahi karte tum!",angry,2
